stop_id,stop_name,stop_lat,stop_lon
2230_merged_11814548,Tierwester St @ N Mac Gregor Way,29.71098,-95.36193
6972,Braeswood Blvd @ Pontiac Dr,29.67733,-95.490065
11546,Hempstead Rd @ Fairway Park Dr Mb,29.810142,-95.471807
11547,Hempstead Rd @ Antoine Dr,29.809963,-95.471925
11545,Long Point Rd @ Spring Branch Rd,29.802517,-95.509738
11548,Westview Dr @ Wirt Rd,29.794996,-95.485978
11549,N Post Oak Rd @ Clarkson Ln,29.792454,-95.457125
5988,Bellaire Blvd @ 1st St,29.70561,-95.461117
5989,Bellaire Blvd @ W Loop S,29.70594,-95.461119
5982,Bellaire Blvd @ Alder Dr,29.705433,-95.48124
5983,Bellaire Blvd @ Chetwood Dr,29.705454,-95.478845
5980,Bellaire Blvd @ Renwick Dr,29.705393,-95.485032
5981,Bellaire Blvd @ Atwell Dr,29.705413,-95.482666
5986,Bellaire Blvd @ Bissonnet St,29.705516,-95.472643
5987,Bellaire Blvd @ 2nd St,29.705469,-95.463776
5984,Bellaire Blvd @ Chimney Rock Rd,29.705479,-95.476578
5985,Bellaire Blvd @ Chimney Rock Rd,29.705484,-95.475635
25062,Lockwood / Eastwood WB,29.743764,-95.330146
25063,Altic / Howard Hughes EB,29.741143,-95.320161
25060,Coffee Plant / 2Nd Ward WB,29.747574,-95.340096
25061,Lockwood / Eastwood EB,29.743593,-95.329334
25067,Magnolia Park Transit Center EB,29.735851,-95.3029
25064,Altic / Howard Hughes WB,29.741176,-95.320147
6970,Braeswood Blvd @ Burdine St,29.67639,-95.482856
25068,Magnolia Park Transit Center WB,29.735894,-95.302885
6796,Sh 249 @ Mosielee St,29.90706,-95.473096
6797,Sh 249 @ Romona Blvd,29.908891,-95.475977
6794,North Freeway @ Aldine Bender Rd,29.933041,-95.41247
6795,North Freeway @ Gillespie Rd,29.927875,-95.412407
6793,North Freeway   @ Plaza Verde Dr,29.935335,-95.412849
6971,N Braeswood Blvd @ Mullins Dr,29.675822,-95.486252
6798,SH 249 @ Antoine Dr,29.911799,-95.480604
6799,Tomball Pkwy @ High Life Dr,29.943703,-95.52443
277,Franklin St @ Fannin St,29.762509,-95.359494
279,Preston St @ Smith St,29.763589,-95.364983
12019,Fondren Rd @ Sign St,29.603297,-95.507417
12018,Fondren Rd @ Sign St,29.603595,-95.507684
12015,Fondren Rd @ Chasewood Dr,29.609339,-95.507429
12014,Fondren Rd @ Chasewood Dr,29.609502,-95.507794
12017,Fondren Rd @ Chasewind Dr,29.60583,-95.507226
12016,Fondren Rd @ Covenant Crest Dr,29.606123,-95.507433
12011,Fondren Rd @ Cangelosi Rd,29.614778,-95.508974
12010,Fondren Rd @ Bull Run Rd,29.615111,-95.509223
12013,Fondren Rd @ Willow Oak Dr,29.612653,-95.508859
12012,Fondren Rd @ Willow Oak Dr,29.612887,-95.509181
10709,Scott St @ South Acres Dr,29.642542,-95.368468
10701,Gessner Rd @ Clay Rd,29.841278,-95.544943
10700,Gessner Rd @ Genard Rd,29.844296,-95.544957
10706,Townsen Park & Ride,30.019122,-95.263117
10705,Tomball Pkwy @ Millsview Rd,29.965151,-95.554345
10704,W Greens Rd @ Greens Crossing Blvd,29.949054,-95.426414
3519,Telephone Rd @ Maxwell Ln,29.712199,-95.315759
3518,Telephone Rd @ S Wayside Dr,29.712692,-95.31603
3513,Telephone Rd @ Broad St,29.705403,-95.30735
3512,Telephone Rd @ Pecan St,29.704343,-95.306007
3511,Winkler Dr @ Telephone Rd,29.703395,-95.304557
3510,Winkler Dr @ Hasbrook St,29.702591,-95.301905
3517,Telephone Rd @ Maxwell Ln,29.711684,-95.315287
3516,Telephone Rd @ Beatty St,29.707722,-95.311982
3515,Telephone Rd @ Gould St,29.707001,-95.310224
3514,Telephone Rd @ Griggs Rd,29.706307,-95.308672
2688,Eastex Freeway @ Darwin Rd,29.873762,-95.327367
2689,Eastex Freeway @ Cedar Hill Ln,29.87647,-95.325827
2685,Eastex Freeway @ Langley Rd,29.866394,-95.331567
2686,Eastex Freeway @ Little York Rd,29.869002,-95.330118
2687,Eastex Freeway @ Littlecrest Rd,29.870918,-95.329098
1613,Cleburne St @ Velasco,29.724367,-95.362158
99,West Bellfort Park & Ride,29.655206,-95.559837
98,Seton Lake Park & Ride,29.927812,-95.499306
91,Kingwood Park & Ride,30.054341,-95.183067
90,Eastex Park & Ride,29.927799,-95.298148
93,West Little York Park & Ride,29.869782,-95.553165
92,Kuykendahl Park & Ride,29.973646,-95.425368
95,Northwest Station Park & Ride,29.902195,-95.594044
97,Fondren Transit Center,29.621839,-95.50714
13053,Cushing St @ Lucille St,29.789211,-95.31642
13050,S Post Oak Rd @ San Pablo Gardens D,29.643432,-95.46357
13054,Lockwood Dr @ Ireland St,29.846881,-95.318996
13055,Victory Dr @ Birchcroft Dr,29.869077,-95.466405
25003_merged_11814529,Stadium Park / Astrodome NB,29.685929,-95.403341
4881_merged_11814471,Eastex Freeway   @ Little York Rd,29.871544,-95.330016
1176,Polk St @ Scott St,29.741753,-95.34473
1175,Polk St @ Milby St,29.741221,-95.342933
1173,Polk St @ Cullen Blvd,29.740174,-95.33945
1172,Polk St @ Sidney St,29.739265,-95.33653
1171,Polk St @ Eastwood St,29.738728,-95.334724
1170,Polk St @ Telephone Rd,29.738132,-95.332594
1178,Polk St @ Palmer St,29.743886,-95.348571
7188,Richmond Ave @ S Rice Ave,29.731684,-95.468014
7189,Richmond Ave @ Yorktown St,29.731657,-95.47155
7180,Gessner Rd @ Stoney Creek Dr,29.753735,-95.541958
7181,Gessner Rd @ Bayou Island Dr,29.750603,-95.538976
7182,Gessner Rd @ Briar Forest Dr,29.747724,-95.538574
7183,Gessner Rd @ Woodlake Sq,29.744245,-95.538538
7184,Gessner Rd @ Ella Lee Ln,29.742546,-95.538518
7185,Gessner Rd @ Ella Lee Ln,29.739584,-95.538492
7186,Richmond Ave @ Post Oak Blvd,29.732069,-95.461506
7187,Richmond Ave @ McCue Rd,29.731947,-95.463841
875,Howard Dr @ Sweetbriar St,29.686169,-95.243926
12833,Imperial Valley Dr @ Richey Rd,29.99712,-95.407813
12832,Imperial Valley Dr @ Richey Rd,29.996404,-95.407657
12831,Imperial Valley Dr @ North Bend Dr,30.001892,-95.408159
12830,Imperial Valley Dr @ North Bend Dr,30.001553,-95.407808
8549,Hammerly Blvd @ Marnel Rd,29.811059,-95.498118
8548,Hammerly Blvd @ Ridgemore Dr,29.811132,-95.494242
8019,Ashford Point Dr @ Ashburnham Dr,29.719477,-95.611229
8018,Ashford Point Dr @ Overture Dr,29.719478,-95.612885
8017,Ashford Point Dr @ Brant Rock Dr,29.717255,-95.6136
8016,Synott Rd @ Ashford Point Dr,29.716289,-95.615016
8015,Synott Rd @ Alief Clodine Rd,29.714033,-95.614568
8014,Tres Lagunas Dr @ Rio Bonito Rd,29.705104,-95.640187
8013,Rio Bonito Rd @ Tres Lagunas Dr,29.707165,-95.639679
8012,Sierra Blanca Dr @ Presidio Square,29.708594,-95.64167
8543,Hammerly Blvd @ Jacquelyn Dr,29.81069,-95.480674
8542,Hammerly Blvd @ Woodvine Dr,29.810893,-95.478542
7457,Bellaire Blvd @ Pella Dr,29.704797,-95.542685
7454,Bellaire Blvd @ Corporate Dr,29.704643,-95.551743
7455,Bellaire Blvd @ Corporate Dr,29.70474,-95.548101
7452,Bellaire Blvd @ Sam Houston Pkwy,29.704759,-95.555406
7453,Bellaire Blvd @ Sam Houston Pkwy,29.704431,-95.556017
7450,Bellaire Blvd @ Kendalia Dr,29.705081,-95.54797
2036,Waco St @ Noble St,29.780104,-95.326515
2035,Waco St @ Oats St,29.778157,-95.326475
7458,Bellaire Blvd @ Pella Dr,29.704813,-95.541278
2034,Waco St @ New Orleans St,29.776748,-95.326339
2033,Waco St @ Lyons Ave,29.776001,-95.326296
2032,Waco St @ Orange,29.774077,-95.326305
2030,Waco St @ New Orleans St,29.776981,-95.326633
10884,Veterans Memorial Dr @ Fountainhead,29.983192,-95.494758
10880,Veterans Memorial Dr @ Richey Rd,29.969198,-95.484113
10881,Veterans Memorial Dr @ Sableridge D,29.972006,-95.486261
10882,Veterans Memorial Dr @ Torrey Fores,29.97532,-95.488732
10883,Veterans Memorial Dr @ Bammel North,29.979083,-95.491598
4598,Buffalo Speedway   @ Jarrard,29.716823,-95.427715
4599,Buffalo Speedway   @ Jarrard,29.716487,-95.427535
2318,Liberty Rd @ Dabney St,29.790355,-95.310322
2319,Liberty Rd @ Easy,29.789655,-95.31203
2039,Broyles St @ Tiffin St,29.791674,-95.327485
6532,Hempstead Rd @ W 12th St,29.791339,-95.446068
2038,Waco St @ Bond St,29.789276,-95.327325
6533,Hempstead Rd @ W 12th St,29.79109,-95.446114
8296,TC Jester Blvd @ Holder Forest Dr,29.867178,-95.459118
393,Clinton Dr @ Bayou St,29.764813,-95.337187
392,Clinton Dr @ Gregg St,29.764843,-95.335471
391,Clinton Dr @ Bringhurst St,29.76489,-95.333628
395,Clinton Dr @ Sydnor St Mb2,29.764735,-95.342001
394,Clinton Dr @ Sydnor St Mb1,29.764768,-95.340476
2308,Liberty Rd @ Majestic St,29.792056,-95.30599
4729,W Fuqua St @ W Ridgecreek Dr,29.600356,-95.48241
4728,W Fuqua St @ Chimney Rock Rd,29.59967,-95.483492
2301,Liberty Rd @ Solo,29.787476,-95.321184
2300,Liberty Rd @ Kashmere St,29.787588,-95.324074
4727,W Fuqua St @ Ridgerock Rd,29.59889,-95.486894
4726,W Fuqua St @ Blue Ridge Rd,29.598796,-95.493197
4721,Fondren Rd @ S Main St,29.629663,-95.507559
4720,Fondren Rd @ S Main St,29.629327,-95.507258
2307,Liberty Rd @ Englewood,29.791209,-95.307993
2306,Liberty Rd @ Dabney St,29.79013,-95.310549
5847,Northline Dr @ Schade Ln,29.873652,-95.397995
5845,Canino Rd @ Meadowmoor Dr,29.875377,-95.401679
5844,Berwyn Dr @ Canino Rd,29.875543,-95.405197
5843,Berwyn Dr @ W Carby Rd,29.878124,-95.40521
5842,Berwyn Dr @ Nellis Rd,29.88062,-95.405746
5841,Smart St @ Berwyn Dr,29.884301,-95.406426
5840,Smart   @ Sweetwater Ln,29.884299,-95.408104
11281,Aldine Mail Route Rd @ Deergrove St,29.902475,-95.343958
11280,Aldine Mail Route Rd @ Fall Meadow,29.902528,-95.339571
11283,Aldine Mail Route Rd @ Russ Dr,29.902434,-95.351409
11282,Aldine Mail Route Rd @ Russ Dr,29.902456,-95.34811
11285,Aldine Mail Route Rd @ Burtcliff St,29.902189,-95.389227
11284,Aldine Mail Route Rd @ Aldine Westf,29.902412,-95.354901
5849,Northline Dr @ E Little York Rd,29.870113,-95.397964
11286,West Rd @ Sweetwater Ln,29.915273,-95.408525
3748,Jensen Dr @ Bay St,29.800505,-95.342134
3749,Jensen Dr @ Cavalcade St,29.80175,-95.34209
3746,Jensen Dr @ Collingsworth St,29.793334,-95.342009
3747,Jensen Dr @ Crane St,29.79646,-95.342083
3744,Jensen Dr @ Jewel St,29.789773,-95.341937
3745,Jensen Dr @ Evella,29.791215,-95.341964
3742,Jensen Dr @ Newhoff St,29.78539,-95.341875
3743,Jensen Dr @ Florida,29.787375,-95.341911
3740,Jensen Dr @ Lee St,29.781802,-95.341827
3741,Jensen Dr @ Quitman St,29.783321,-95.341845
4621,Bauman Rd @ Sunnyside St,29.856754,-95.372055
4622,Bauman Rd @ Robmore St,29.854778,-95.371999
4623,Bauman Rd @ Harkness St,29.85302,-95.371982
12778,S Willow Dr @ S Post Oak Rd,29.65793,-95.464788
